Hi.	مرحبًا.
We want something new.	نريد شيئاً جديداً.
We'll just follow you.	سنتبعك فحسب.
We've seen three wars.	شهدنا ثلاثة حروب.
Well, let's get going!	هيا لنذهب!
Were you there before?	هل سبق وكنت هناك من قبل ؟
What are you watching?	ماذا تشاهد؟
What do you think now?	ماذا تعتقد الآن؟
What do you want then?	ماذا تريد بعد ذلك؟
What else do you want?	ماذا تريد الآن؟
What else do you want?	ماذا تريد بعد؟
What is going on here?	ماذا يحدث هنا؟
What time did you eat?	متى أكلت؟
What's happening here?	ما الذي يحدث هنا؟
When did you go there?	متى ذهبت إلى هناك؟
When do I get my turn?	متى يحين دوري؟
When is your birthday?	متى عيد ميلادك؟
When will they arrive?	متى سيصلوا؟
When will you be back?	متى ستعود؟
When will you be back?	متى سترجع؟
Where are your things?	أين أشياءك؟
Where did you see Tom?	أين رأيت توم؟
Where is the bathroom?	أين الحمّام؟
Where is the elevator?	أين المصعد؟
Where was the mistake?	أين كان الخطأ؟
Who am I talking with?	مع من أتكلم؟
Who am I talking with?	من معي؟
Who built the snowman?	من صنع رجل الثلج ذاك؟
Who cares about facts?	من يهتم بالحقائق؟
Who is standing there?	من يقف هناك؟
Whose books are these?	لمن هذه الكتب؟
Whose books are those?	لمن هذه الكتب؟
Whose shoes are these?	لمن هذين الحذائين؟
Why did you lie to me?	لماذا كذبت علي؟
Why don't you like me?	لماذا لا تحبني
Will he come tomorrow?	هل سيأتي غداً؟
Will it rain tomorrow?	هل ستمطر غداً؟
Yeah. I think so, too.	نعم، أظن ذلك أيضاً.
Yoga comes from India.	جاءت اليوغا من الهند.
You are not a student.	إنك لست طالباً.
You arrived too early.	انتَ وصلتَ مبكراً جداً.
You arrived too early.	أنتِ وصلتِ مبكراً جداً.
You can't all come in.	ليس بإمكانكم أن تدخلوا جميعكم.
You can't all come in.	لا تستطيعون أن تدخلوا جميعكم.
You can't run my life.	لا يمكنك التحكم في حياتي.
You can't run my life.	لا يمكنك التدخل في حياتي.
You cannot be serious.	لا يمكن أن تكون جاداً.
You deserve the prize.	أنت تستحق الجائزة.
You didn't understand.	إنك لم تفهم.
You have to come back.	عليك العودة.
You have to take this.	عليك أن تأخذ هذا.
You must do your best.	عليك أن تفعل ما بوسعك.
You must do your duty.	عليك أن تقوم بواجبك.
You must do your duty.	يجب عليك تأدية واجباتك.
You must see a doctor.	عليك أن تزور طبيباً.
You reap what you sow.	سوف تحصد ما زرعت.
You'd better hurry up.	من الأفضل لك أن تسرع.
You'll never be alone.	لن تصير وحيداً أبداً .
You're doing it wrong!	أنت تفعله بطريقة خاطئة!
You're such a chicken.	يالك من جبان.
You're such a chicken.	جبان كالدجاجة.
Your hair's beautiful.	شعرك جميل.
A rabbit has long ears.	للأرنب أذنان طويلتان.
A rabbit has long ears.	الأرنب لديه أذنان طويلتان.
A stone does not float.	الحجارة لا تطفو.
All right. It's a deal.	حسناً إتّفقنا.
All roads lead to Rome.	كل الطرق تؤدي إلى روما.
All you can do is wait.	كل ما يمكنك فعله هو الانتظار.
An old lady sang to me.	غنت لي امراة عجوز.
Are you going anywhere?	هل أنت ذاهب إلى مكان ما؟
Are you good at tennis?	هل أنت ماهر في لعب التنس؟
Are you laughing at me?	هل تضحك علي؟
Are you older than Tom?	أأنت أكبر من توم؟
Are you ready for that?	هل أنت جاهز لهذا؟
Are you related to him?	هل أنت قريبه؟
Atlantis was destroyed.	دُمِّرَتْ اطلانتس.
Babies often fall down.	عادة ما يقع الأطفال.
Better late than never.	أن تأتي متأخرًا خيرٌ من ألا تأتي.
Can I have this orange?	ألي بهذه البرتقالة؟
Can I take a break now?	أيمكنني أخذ قسط من الراحة الآن؟
Can you call me a taxi?	هلا طلبت لي سيارة أجرة؟
Can you play the piano?	أيمكنك العزف على البيانو؟
Cats dislike being wet.	القطط تكره البلل.
Cats usually hate dogs.	عادة ما تكره القطط الكلاب.
Charity begins at home.	الأقربون أولى بالمعروف.
Close the door, please.	أغلق الباب من فضلك.
Come down for a minute.	إنزل تحت لدقيقة.
Come on! We'll be late.	هيا بنا! سنتأخر.
Come on. Let's go home.	هيا. دعونا نذهب إلى البيت.
Come on. Let's go home.	هيا. دعنا نذهب إلى البيت.
Come on. Let's go home.	هيا. دعينا نذهب إلى البيت.
Come on. You can do it.	هيا. أنتَ يمكنكَ أن تفعلها.
Come on. You can do it.	هيا. أنتِ يمكنكِ أن تفعليها.
Come with me, will you?	تعال معي إذا سمحت.
Could you show me that?	أيمكنك أن تُرِيَني ذلك؟
Did you know my father?	أكنت تعرف والدي؟
Did you order the book?	هل طلبت الكتاب؟
Did you taste the rice?	هل تذوقتَ الأرز؟
Did you think about it?	أفكّرت في الأمر؟
Did you watch the game?	هل شاهدت المباراة؟
Do those insects sting?	هل تلسع هذه الحشرات؟
Do whatever's required.	إفعل كل ما هو مطلوب.
Do you have an address?	هل لديك عنوان؟
Do you know the answer?	هل تعرف الإجابة؟
Do you know the answer?	أتعرف ما الإجابة؟
Do you know the reason?	هل تعرف السبب؟
Do you know who she is?	هل تعرف من هي؟
Do you see the raccoon?	هل ترى الراكون؟
Do you speak Esperanto?	هل تتحدث الإسبرانتو؟
Do you want me to come?	هل تريدني أن آتي؟
Do you want to be rich?	هل تريد أن تصبح غنياً؟
Does Tom know about it?	هل يعلم توم عنها؟
Does Tom like tomatoes?	هل يحب توم الطماطم؟
Don't ask me for money.	لا تطلب مني مالا.
Don't forget your coat.	لا تنسَ معطفك.
Don't say such a thing.	لا تقل شيئاً مثل ذلك.
Don't say such a thing.	لا تقل شيئاً كهذا.
Don't tell anyone this.	لا تخبر أحداً بذلك.
Don't underestimate me.	لا تستخف بمقدرتي.
Everything will change.	كل شيئ سيتغير.
Finally, I found a job.	أخيراً، وجدت وظيفة.
For me, it's important.	بالنسبة لي إن ذلك شيء مهم.
For me, it's important.	إن ذلك مهم بالنسبة لي.
For me, it's important.	بالنسبة لي، إنه مهم.
Foxes are wild animals.	الثعالب حيوانات برية
Get me a chair, please.	أحضر لي كرسياً من فضلك.
Give me another chance.	أعطني فرصةً أخرى.
Give me some milk, too.	أعطني أيضاً بعض الحليب .
Has something happened?	هل حصل شيء ما؟
Has something happened?	هل حدث أي شيء؟
Have you spoken to Tom?	أتحدّثت مع توم؟
He attempted to escape.	حاول الهروب.
He can't run very fast.	لا يمكنه الركض بسرعة.
He doesn't like coffee.	إنه لا يحب شرب القهوة.
He exploded with anger.	انفجر غاضباً.
He exploded with anger.	انفجر غضباً.
He improved the device.	لقد حسّن الجهاز.
He instigated the riot.	هو حرض على الشغب.
He is washing your car.	إنه يغسل سيارتك.
He just missed the bus.	فاتته الحافلة بثوان قليلة.
He knows the city well.	هو يعرف المدينة جيداً.
He took a notebook out.	أخرج دفترًا.
He was dressed in blue.	كان مرتدياً اللون الأزرق.
He went out in a hurry.	خرج علی عجلة من أمره.
He went out in a hurry.	خرج مسرعا.
He won't come, will he?	لن يأتي أليس كذلك؟
He's a devout Catholic.	إنهُ متدين كاثوليكي.
He's at home right now.	إنه موجود في البيت الآن.
History repeats itself.	التاريخ يعيد نفسه.
Hope is not a strategy.	الأمل ليس خطةً.
Hope is not a strategy.	الأمل ليس استراتيجية.
How long is the bridge?	ما طول الجسر؟
How much is this clock?	بكم الساعة؟
How much is this watch?	بكم الساعة؟
How old is your father?	كم عمر والدك؟
How old is your sister?	كم عمر أختك ؟
I am to go there today.	سأذهب إلى هناك اليوم.
I appreciate your help.	أُقَدِّر مساعدتك.
I believe Tom is right.	أنا موقن بأن توم محق.
I can do it all myself.	أستطيع فعلها بنفسي.
I cried all night long.	بكيتُ طوال الليل.
I didn't have a choice.	لم يكن لديَّ خيار.
I don't agree with him.	لا أوافقه.
I don't agree with you.	لا أوافقك الرأي.
I don't agree with you.	لا اتفق معك.
I don't have an excuse.	ليس لديّ عذر.
I don't have any money.	ليس لدي مال.
I don't know this game.	لا أعرفُ هذه اللعبَةَ.
I don't need your help.	لا أحتاج إلى مساعدتك.
I don't recommend that.	لا أنصح بذلك.
I don't speak Japanese.	لا يمكنني تحدث اليابانية.
I got on the wrong bus.	صعدت إلى الحافلة الخطأ.
I got on the wrong bus.	ركبت الباص الخطأ.
I have a dog and a cat.	لدي كلب و قطة.
I have a good life now.	لدي حياة جيدة الان
I have a lot of dreams.	أحلم كثيراً.
I have a test tomorrow.	لدي امتحان غداً.
I have heard the story.	سمعت تلك القصة من قبل.
I helped him yesterday.	ساعدته بالأمس.
I knew he would accept.	علمت أنه سيقبل.
I know how old you are.	أعرف كم عمرك.
I know where Tom works.	أنا أعرف أين يعمل توم.
I know you like coffee.	أعلم أنّك تحبّين القهوة.
I left my card at home.	تركت بطاقتي في المنزل.
I like pizza very much.	أحب البيتزا كثيراً.
I lost my trust in him.	فقدت ثقتي به.
I lost my trust in him.	فقدت ثقتي فيه.
I love American movies.	أحب الأفلام الأمريكية.
I love that commercial.	أحب هذا الإعلان التلفزيوني.
I need you to trust me.	أريد منك أن تثق بي .
I paid for the tickets.	دفعتُ ثمن التذاكر.
I prefer coffee to tea.	أفضل شرب القهوة على شرب الشاي.
I prefer mineral water.	أنا أفضل المياه المعدنية.
I really like this car.	انني احب هذه السيارة جدا.
I remember many things.	أتذكر أشياء كثيرة.
I slept only two hours.	نمت لساعتين فقط.
I studied for one hour.	درست لمدة ساعة.
I studied for one hour.	ذاكرت ساعة.
I think that'll happen.	أظن أن ذلك سيحصل.
I think you'll approve.	أظنك ستوافق.
I thought Tom was dead.	ظننت توم ميّتا.
I thought she was cute.	رأيي أنها جميلة.
I turned off the radio.	أطفأت المذياع.
I want something sweet.	أريد شيئاً حلواً.
